UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1969,L36732,L,299.91,310.09,1869,15.97,238,1,1,0,1,0,0
1970,L32426,L,300.55,311.82,1578,26.09,21,0,0,0,0,0,0
1971,L40982,L,300.22,312.61,1560,32.41,24,0,0,0,0,0,0
1972,M69720,M,297.04,307.6,1816,35.24,182,0,0,0,0,0,0
1973,L26746,L,297.31,307.67,1401,41.8,238,0,0,0,0,0,0
1974,L38514,L,302.17,312.62,1695,22.71,63,0,0,0,0,0,0
1975,L74889,L,299.39,311.71,1440,21.55,64,1,0,0,1,0,0
1976,H13851,H,301.17,312.72,1731,36.56,3,0,0,0,0,0,0
1977,L29796,L,297.82,309.96,1679,32.47,51,0,0,0,0,0,0
1978,L86034,L,297.05,308.07,1461,55.02,116,0,0,0,0,0,0
1979,M72798,M,298.31,309.05,1487,35.13,159,0,0,0,0,0,0
1980,M72985,M,299.55,310.68,1711,43.06,52,0,0,0,0,0,0
1981,L44592,L,298.67,310.44,1201,54.19,25,0,0,0,0,0,0
1982,M54845,M,302.59,313.04,1455,47.45,99,0,0,0,0,0,0
1983,L25930,L,300.36,312.43,1647,38.56,206,1,1,0,0,0,0
1984,L31159,L,303.7,314.0,1480,43.12,162,0,0,0,0,0,0
1985,L99788,L,300.81,309.1,1559,15.69,229,1,0,0,1,0,0
1986,L34003,L,295.17,306.76,1168,46.15,218,0,0,0,0,0,0
1987,M45139,M,302.11,311.54,1381,34.6,13,0,0,0,0,0,0
1988,L62452,L,296.98,308.54,1657,45.55,161,0,0,0,0,0,0
1989,L32205,L,300.46,312.06,1400,30.68,59,0,0,0,0,0,0
1990,M66955,M,298.45,309.48,1301,40.97,152,0,0,0,0,0,0
1991,M17464,M,304.29,314.0,1726,39.84,53,0,0,0,0,0,0
1992,L92646,L,302.88,314.0,1628,37.85,254,0,0,0,0,0,0
1993,M82657,M,298.52,308.72,1339,44.58,154,0,0,0,0,0,0
1994,L19840,L,299.75,311.24,1560,46.91,20,0,0,0,0,0,0
1995,M50768,M,300.49,312.35,1345,45.37,175,0,0,0,0,0,0
1996,M19461,M,301.73,314.0,1508,32.83,34,0,0,0,0,0,0
1997,H30927,H,300.06,309.65,1567,24.72,179,0,0,0,0,0,0
1998,L99934,L,297.95,309.06,1389,46.25,197,0,0,0,0,0,0
1999,L25329,L,298.56,308.3,1669,27.73,226,1,1,0,0,0,0
2000,L25791,L,299.99,309.69,1697,31.74,153,0,0,0,0,0,0
2001,L62627,L,302.47,313.53,1582,45.97,246,1,0,0,0,1,0
2002,L24372,L,300.86,311.63,1610,33.63,142,0,0,0,0,0,0
2003,H58469,H,298.45,310.3,1273,39.99,4,0,0,0,0,0,0
2004,L97073,L,301.3,311.65,1780,29.94,217,0,0,0,0,0,0
2005,L44370,L,299.23,309.79,1519,35.35,160,0,0,0,0,0,0
2006,M61408,M,301.78,312.69,1367,31.54,152,0,0,0,0,0,0
2007,L33703,L,304.5,314.0,1561,52.09,120,0,0,0,0,0,0
2008,M25234,M,299.28,309.26,1669,29.61,208,0,0,0,0,0,0
2009,L17532,L,301.6,313.42,1627,42.12,179,0,0,0,0,0,0
2010,L45416,L,298.51,308.66,1340,31.88,171,0,0,0,0,0,0
2011,L82439,L,299.78,311.66,1671,38.99,19,0,0,0,0,0,0
2012,L28242,L,300.06,311.37,1524,39.19,233,1,1,0,0,0,0
2013,H60254,H,299.61,308.77,1625,35.47,55,0,0,0,0,0,0
2014,L89324,L,304.5,314.0,1391,43.0,65,0,0,0,0,0,0
2015,L45249,L,299.39,310.61,1723,36.71,118,0,0,0,0,0,0
2016,L95078,L,301.17,312.3,1568,34.47,7,0,0,0,0,0,0
2017,L42294,L,296.14,306.7,1749,31.31,82,0,0,0,0,0,0
2018,M69784,M,300.86,310.62,1259,52.09,63,0,0,0,0,0,0
2019,L13684,L,302.28,314.0,1283,31.91,156,0,0,0,0,0,0
2020,M33795,M,298.94,309.54,1492,25.96,175,0,0,0,0,0,0
2021,H70301,H,295.0,305.0,1799,33.27,121,0,0,0,0,0,0
2022,L79187,L,299.92,311.08,1888,15.1,146,1,0,0,1,0,0
2023,H20431,H,300.03,309.99,1375,24.14,136,1,0,0,1,0,0
2024,L85667,L,301.45,311.2,1545,53.84,71,0,0,0,0,0,0
2025,L99627,L,304.02,314.0,1563,50.86,112,0,0,0,0,0,0
2026,L65372,L,299.24,309.27,1664,29.51,14,0,0,0,0,0,0
2027,M80366,M,298.29,308.08,1694,42.26,225,0,0,0,0,0,0
2028,H82870,H,297.67,309.17,1334,54.03,67,0,0,0,0,0,0
2029,L57387,L,300.4,310.98,1547,41.41,62,0,0,0,0,0,0
2030,M62927,M,300.96,312.91,1173,47.86,90,0,0,0,0,0,0
2031,L19304,L,298.91,308.75,1681,39.42,165,0,0,0,0,0,0
2032,L27032,L,301.56,310.53,1474,46.62,46,0,0,0,0,0,0
2033,L69486,L,300.93,311.78,1318,50.45,12,0,0,0,0,0,0
2034,H75552,H,300.09,312.64,1595,22.01,223,0,0,0,0,0,0
2035,M83844,M,298.2,309.43,1468,58.85,98,1,0,0,1,0,0
2036,L39654,L,299.04,312.95,1762,52.05,243,1,0,0,1,1,0
2037,L49244,L,295.14,306.17,1374,21.79,111,1,0,0,1,0,0
2038,L15942,L,300.47,311.41,1935,33.39,45,0,0,0,0,0,0
2039,L60697,L,300.05,308.6,1689,51.28,35,1,0,0,1,0,0
2040,L12693,L,300.38,311.5,1767,40.56,9,0,0,0,0,0,0
2041,M66751,M,301.01,311.88,1350,53.2,182,0,0,0,0,0,0
2042,L91098,L,300.77,311.06,1857,19.76,22,0,0,0,0,0,0
2043,L16259,L,299.78,310.34,1317,52.12,22,0,0,0,0,0,0
2044,L14942,L,300.1,310.73,1497,40.56,67,0,0,0,0,0,0
2045,M57419,M,297.19,307.71,1770,38.69,171,0,0,0,0,0,0
2046,M66105,M,298.83,311.62,1626,26.11,132,0,0,0,0,0,0
2047,L75907,L,300.1,310.43,1312,31.97,3,0,0,0,0,0,0
2048,M37383,M,298.53,309.4,1739,31.77,157,0,0,0,0,0,0
2049,L33404,L,301.72,312.02,1596,32.49,104,0,0,0,0,0,0
2050,L82656,L,298.68,310.17,1460,37.7,179,0,0,0,0,0,0
2051,L15702,L,300.43,311.31,1257,40.1,224,1,1,0,0,0,0
2052,L83883,L,300.23,310.65,1613,33.73,239,0,0,0,0,0,0
2053,L66332,L,301.49,310.27,1506,31.72,231,1,1,0,0,0,0
2054,H49419,H,301.8,312.74,1563,36.21,140,0,0,0,0,0,0
2055,M98078,M,301.39,311.78,1250,29.53,117,0,0,0,0,0,0
2056,M83844,M,295.79,306.43,1460,44.3,17,0,0,0,0,0,0
2057,L49242,L,302.39,311.91,1621,37.64,159,0,0,0,0,0,0
2058,L44142,L,303.05,314.0,1873,20.94,160,0,0,0,0,0,0
2059,M17393,M,299.04,310.59,1498,50.93,57,0,0,0,0,0,0
2060,L79939,L,300.47,312.6,1795,25.32,125,0,0,0,0,0,0
2061,L79082,L,298.22,310.07,1677,44.33,61,0,0,0,0,0,0
2062,L38893,L,296.1,307.4,1577,39.32,198,0,0,0,0,0,0
2063,M19388,M,298.52,308.08,1353,52.95,141,0,0,0,0,0,0
2064,L72969,L,298.92,311.46,1360,43.97,103,0,0,0,0,0,0
2065,L46660,L,299.29,309.06,1646,39.74,111,0,0,0,0,0,0
2066,M99244,M,298.08,308.51,1440,49.62,13,0,0,0,0,0,0
2067,L34726,L,298.53,309.94,1424,59.41,9,0,0,0,0,0,0
2068,L89544,L,299.98,311.43,1502,48.38,104,0,0,0,0,0,0
2069,L72996,L,298.46,309.73,1506,42.32,186,0,0,0,0,0,0
2070,L10111,L,301.09,311.39,1697,22.38,243,0,0,0,0,0,0
2071,M27545,M,301.36,311.46,1444,15.71,38,1,0,0,1,0,0
2072,L50168,L,304.5,314.0,1679,33.01,228,0,0,0,0,0,0
2073,L12379,L,302.25,312.91,1614,29.16,173,0,0,0,0,0,0
2074,M97346,M,300.49,311.02,1234,38.57,145,0,0,0,0,0,0
2075,M51120,M,298.76,308.75,1588,35.34,146,0,0,0,0,0,0
2076,M27809,M,300.59,311.53,1168,57.18,231,1,0,0,0,1,0
2077,L62813,L,300.65,311.55,1374,35.23,233,1,1,0,0,0,0
2078,L84005,L,298.97,309.66,1618,43.33,106,0,0,0,0,0,0
2079,H37967,H,301.57,312.65,1533,37.69,36,0,0,0,0,0,0
2080,M19748,M,297.2,309.67,1217,47.53,238,0,0,0,0,0,0
2081,L33424,L,299.51,309.62,1334,63.1,2,0,0,0,0,0,0
2082,L96512,L,301.11,311.85,1168,51.24,247,1,0,0,0,1,0
2083,L33914,L,299.42,309.48,1293,43.7,182,0,0,0,0,0,0
2084,H88478,H,299.59,310.58,1639,39.53,134,0,0,0,0,0,0
2085,L29491,L,299.72,309.86,1435,57.88,70,0,0,0,0,0,0
2086,L59454,L,298.33,308.5,1566,36.17,244,0,0,0,0,0,0
2087,L80069,L,302.35,311.59,1537,41.36,51,0,0,0,0,0,0
2088,M61925,M,297.96,308.76,1541,36.18,181,0,0,0,0,0,0
2089,M99119,M,300.64,311.77,1719,32.47,37,0,0,0,0,0,0
2090,L47049,L,300.83,313.39,1498,33.55,62,0,0,0,0,0,0
2091,M37821,M,298.1,309.27,1699,29.0,245,0,0,0,0,0,0
2092,H39945,H,300.15,310.4,1168,69.85,63,0,0,0,0,0,0
2093,L27384,L,298.18,307.52,1735,28.45,250,0,0,0,0,0,0
2094,L38410,L,302.78,312.26,1303,27.04,119,0,0,0,0,0,0
2095,L87734,L,297.72,307.13,1342,44.04,5,0,0,0,0,0,0
2096,M73766,M,298.69,311.27,1408,51.04,201,0,0,0,0,0,0
2097,L17169,L,297.55,308.54,1730,43.4,127,0,0,0,0,0,0
2098,M50129,M,297.28,307.4,1375,29.23,51,0,0,0,0,0,0
2099,M13830,M,303.18,312.92,1417,51.69,121,0,0,0,0,0,0
2100,L66306,L,301.09,310.93,1362,63.73,121,1,0,0,1,0,0
2101,H96940,H,300.28,310.37,1581,30.04,171,0,0,0,0,0,0
2102,L75267,L,298.69,310.7,1669,32.84,163,0,0,0,0,0,0
2103,L37757,L,301.82,312.49,1842,21.53,164,0,0,0,0,0,0
2104,M73867,M,298.35,307.6,1967,42.63,63,0,0,0,0,0,0
2105,M45650,M,301.59,314.0,1652,21.74,246,0,0,0,0,0,0
2106,L43766,L,298.25,307.81,1601,32.21,175,0,0,0,0,0,0
2107,M91478,M,298.71,308.82,1316,52.08,26,0,0,0,0,0,0
2108,H42419,H,301.52,313.53,1879,25.28,108,0,0,0,0,0,0
2109,L26668,L,301.73,312.84,1574,27.4,192,0,0,0,0,0,0
2110,H26246,H,301.19,311.43,1483,38.13,128,0,0,0,0,0,0
2111,L34996,L,297.9,307.37,1605,57.04,175,1,0,0,1,0,0
2112,L61312,L,299.11,308.84,1420,37.75,84,0,0,0,0,0,0
2113,L13065,L,300.31,310.11,1168,46.52,164,0,0,0,0,0,0
2114,M20467,M,298.3,309.01,1638,25.22,250,0,0,0,0,0,0
2115,M60646,M,302.74,313.63,1777,35.35,91,0,0,0,0,0,0
2116,L31007,L,295.2,305.75,1635,42.78,48,0,0,0,0,0,0
2117,L78079,L,298.44,309.1,1534,31.69,54,0,0,0,0,0,0
2118,M38702,M,298.98,308.63,1537,42.26,38,0,0,0,0,0,0
2119,L85569,L,295.0,305.99,1566,31.11,163,0,0,0,0,0,0
2120,M63952,M,297.21,309.19,1560,19.33,193,1,0,0,1,0,0
2121,M68065,M,301.25,311.79,1524,41.89,193,0,0,0,0,0,0
2122,L44169,L,300.06,310.58,1540,56.52,67,1,0,0,1,0,0
2123,H26829,H,303.15,313.93,1815,22.13,1,0,0,0,0,0,0
2124,L70135,L,303.09,314.0,1620,36.95,64,0,0,0,0,0,0
2125,H14522,H,300.87,310.67,1554,48.94,240,1,1,0,0,0,0
2126,M95687,M,300.63,312.78,1654,33.76,103,0,0,0,0,0,0
2127,M45319,M,300.13,311.25,1654,22.29,17,0,0,0,0,0,0
2128,L36543,L,295.0,305.73,1705,33.98,168,0,0,0,0,0,0
2129,M40473,M,297.21,309.12,1399,56.22,97,0,0,0,0,0,0
2130,L17699,L,300.2,309.72,1449,34.55,218,1,1,0,0,0,0
2131,L78165,L,301.23,312.45,1389,43.66,122,0,0,0,0,0,0
2132,L50455,L,300.58,311.71,1673,25.23,227,0,0,0,0,0,0
2133,L85692,L,298.22,307.98,1664,33.57,246,0,0,0,0,0,0
2134,L27441,L,301.87,313.04,1306,48.12,166,0,0,0,0,0,0
2135,M40716,M,302.96,313.95,1605,36.81,153,0,0,0,0,0,0
2136,M72175,M,301.88,312.4,1782,28.68,202,1,1,0,0,0,0
2137,L16834,L,301.98,313.54,1493,42.64,103,0,0,0,0,0,0
2138,M28179,M,298.88,309.01,1592,42.03,2,0,0,0,0,0,0
2139,L36219,L,302.15,313.12,1666,40.7,176,0,0,0,0,0,0
2140,M25782,M,300.29,310.86,1297,40.93,27,0,0,0,0,0,0
2141,M91363,M,301.02,311.11,1562,30.98,227,0,0,0,0,0,0
2142,L84967,L,300.73,311.93,1764,48.42,143,0,0,0,0,0,0
2143,M19496,M,299.76,310.25,1428,41.5,226,0,0,0,0,0,0
2144,L98867,L,298.28,307.51,1685,31.82,122,0,0,0,0,0,0
2145,L49238,L,299.84,308.73,1540,23.47,115,0,0,0,0,0,0
2146,M56025,M,301.97,313.46,1414,31.08,21,0,0,0,0,0,0
2147,L69886,L,299.12,308.6,1518,31.69,79,0,0,0,0,0,0
2148,L33563,L,301.79,312.77,1440,44.15,96,0,0,0,0,0,0
2149,L13712,L,301.47,312.23,1375,37.96,76,0,0,0,0,0,0
2150,M55489,M,299.4,309.73,1489,38.62,48,0,0,0,0,0,0
2151,L42664,L,302.78,314.0,1547,23.76,252,0,0,0,0,0,0
2152,L22420,L,299.29,310.17,1505,51.43,27,0,0,0,0,0,0
2153,M64610,M,303.02,314.0,1487,31.42,235,0,0,0,0,0,0
2154,M15315,M,300.87,311.85,1576,38.5,143,0,0,0,0,0,0
2155,L80917,L,299.97,310.44,1631,30.48,63,0,0,0,0,0,0
2156,L85033,L,298.22,308.91,1329,39.68,187,0,0,0,0,0,0
2157,L89030,L,299.82,311.98,1490,30.83,193,0,0,0,0,0,0
2158,L73910,L,299.59,311.38,1180,52.16,25,0,0,0,0,0,0
2159,L70972,L,297.48,310.14,1506,28.72,169,0,0,0,0,0,0
2160,M65919,M,299.56,310.49,1562,39.56,219,0,0,0,0,0,0
2161,M92486,M,298.39,308.22,1638,33.95,130,0,0,0,0,0,0
2162,M91288,M,301.17,311.43,1563,42.44,107,0,0,0,0,0,0
2163,L14132,L,302.61,312.12,1634,41.46,20,0,0,0,0,0,0
2164,M51598,M,297.55,309.01,1547,34.1,31,0,0,0,0,0,0
2165,L30551,L,303.42,313.54,1413,44.25,248,0,0,0,0,0,0
2166,H78206,H,299.74,307.39,1334,38.13,197,1,0,1,0,0,0
2167,M84900,M,298.05,311.21,1488,51.19,196,0,0,0,0,0,0
2168,L36296,L,301.52,311.64,1397,37.33,23,0,0,0,0,0,0
2169,M28066,M,299.11,309.23,1513,35.95,254,0,0,0,0,0,0
2170,L38892,L,299.84,312.21,1446,34.97,64,0,0,0,0,0,0
2171,M85577,M,299.19,308.68,1610,29.06,22,0,0,0,0,0,0
2172,L84590,L,298.37,310.2,1544,55.98,79,1,0,0,1,0,0
2173,L87173,L,301.45,311.56,1616,39.78,7,0,0,0,0,0,0
2174,M86293,M,299.43,308.8,1615,36.09,44,0,0,0,0,0,0
2175,L74771,L,297.13,309.53,1503,33.59,216,1,1,0,0,0,0
2176,M37484,M,301.1,312.73,1514,48.38,109,0,0,0,0,0,0
2177,L87865,L,297.59,309.21,1625,30.44,138,0,0,0,0,0,0
2178,M37115,M,297.69,308.76,1975,29.88,56,0,0,0,0,0,0
2179,M36038,M,302.39,313.68,1357,65.48,11,1,0,0,1,0,0
2180,L46622,L,297.61,307.08,1543,28.26,236,1,1,0,0,0,0
2181,L45886,L,295.37,306.18,1320,49.27,71,0,0,0,0,0,0
2182,L61284,L,301.25,311.02,1531,40.12,137,0,0,0,0,0,0
2183,L19901,L,299.39,308.7,1414,45.88,62,0,0,0,0,0,0
2184,L66377,L,299.56,310.68,1513,35.16,162,0,0,0,0,0,0
2185,M92910,M,299.37,311.23,1563,31.23,37,0,0,0,0,0,0
2186,H59862,H,300.46,310.78,1447,41.84,20,0,0,0,0,0,0
2187,M42806,M,298.49,308.98,1214,41.82,50,0,0,0,0,0,0
2188,M27659,M,302.95,312.51,1792,13.34,145,1,0,0,1,0,0
2189,M33453,M,297.05,307.75,1686,26.98,145,0,0,0,0,0,0
2190,M40498,M,300.89,312.35,1511,34.91,249,0,0,0,0,0,0
2191,L80393,L,301.28,312.78,1374,30.46,121,0,0,0,0,0,0
2192,H26312,H,298.48,309.73,1550,38.35,153,0,0,0,0,0,0
2193,M11436,M,297.95,308.03,1600,29.03,19,0,0,0,0,0,0
2194,L37569,L,302.03,312.08,1674,33.86,24,0,0,0,0,0,0
2195,L68813,L,298.02,309.51,1690,52.27,222,1,0,0,1,1,0
2196,L83229,L,298.79,310.3,1724,43.43,209,1,1,0,0,0,0
2197,L55986,L,301.77,312.3,1222,53.84,207,1,0,0,0,1,0
2198,M63177,M,300.07,310.34,1480,56.22,244,1,0,0,0,1,0
2199,L19305,L,296.41,308.27,1714,32.83,172,0,0,0,0,0,0
2200,L42646,L,303.49,313.83,1369,41.21,247,0,0,0,0,0,0
2201,H86126,H,298.94,310.39,1754,24.04,185,0,0,0,0,0,0
2202,L50430,L,299.19,309.76,1861,40.63,234,0,0,0,0,0,0
2203,L78659,L,300.51,310.16,1749,48.77,17,0,0,0,0,0,0
2204,L14158,L,301.25,313.56,1654,42.5,47,0,0,0,0,0,0
2205,M84236,M,303.92,314.0,1454,53.41,13,0,0,0,0,0,0
2206,H86067,H,296.68,306.67,1586,11.41,134,1,0,0,1,0,0
2207,L37738,L,301.65,310.96,1293,70.25,251,1,0,0,1,1,0
2208,M19879,M,301.49,310.9,1394,40.02,165,0,0,0,0,0,0
2209,L15543,L,299.73,310.05,1407,64.7,112,1,0,0,1,0,0
2210,H57924,H,301.57,314.0,1546,53.1,63,0,0,0,0,0,0
2211,M52348,M,301.87,311.98,1464,46.68,28,0,0,0,0,0,0
2212,M94117,M,297.24,309.38,1582,33.11,86,0,0,0,0,0,0
2213,L46679,L,303.5,314.0,1693,35.18,238,0,0,0,0,0,0
2214,H89118,H,296.88,306.4,1407,21.27,233,1,0,0,1,0,0
2215,M53888,M,297.73,307.96,1562,45.22,248,0,0,0,0,0,0
2216,L40276,L,299.48,308.9,1460,14.18,112,1,0,0,1,0,0
2217,M14799,M,303.85,313.69,1569,33.79,225,1,1,0,0,0,0
2218,L70558,L,299.38,309.2,1659,47.87,182,0,0,0,0,0,0
2219,M46534,M,299.94,308.73,1701,39.76,80,0,0,0,0,0,0
2220,L41668,L,302.86,314.0,1656,21.37,172,0,0,0,0,0,0
2221,M14111,M,299.4,310.31,1610,23.67,209,0,0,0,0,0,0
2222,L34686,L,297.64,307.66,1279,38.1,18,0,0,0,0,0,0
2223,L82551,L,299.17,310.09,1340,43.58,129,0,0,0,0,0,0
2224,L82392,L,302.74,312.61,1387,50.37,92,0,0,0,0,0,0
2225,L26490,L,300.14,308.17,1600,41.23,193,0,0,0,0,0,0
2226,L45194,L,303.86,314.0,1303,32.34,209,0,0,0,0,0,0
2227,L24497,L,301.48,312.37,1596,41.46,230,1,1,0,0,0,0
2228,L63516,L,298.71,308.82,1583,42.77,105,0,0,0,0,0,0
2229,L98730,L,300.1,308.87,1187,54.18,99,1,0,1,0,0,0
2230,L54104,L,298.29,307.5,1339,69.29,35,1,0,0,1,0,0
2231,M15316,M,298.66,311.02,1723,39.29,183,0,0,0,0,0,0
2232,L48130,L,304.5,314.0,1661,42.85,148,0,0,0,0,0,0
2233,H80229,H,302.04,313.49,1382,60.9,224,1,0,0,0,1,0
2234,M39954,M,301.72,311.31,1349,51.51,62,0,0,0,0,0,0
2235,M31652,M,298.75,310.96,1168,42.3,129,0,0,0,0,0,0
2236,L24178,L,303.14,314.0,1800,41.72,126,0,0,0,0,0,0
2237,M61163,M,302.2,313.55,1542,33.42,201,0,0,0,0,0,0
2238,L24751,L,303.76,314.0,1874,23.06,142,0,0,0,0,0,0
2239,L75961,L,303.67,312.86,1500,29.62,189,0,0,0,0,0,0
2240,L13044,L,297.04,306.54,1586,47.25,11,0,0,0,0,0,0
2241,M73165,M,297.78,307.97,1695,39.03,2,0,0,0,0,0,0
2242,L21480,L,297.99,309.34,1830,39.61,253,0,0,0,0,0,0
2243,L75439,L,298.11,307.43,1625,40.76,131,0,0,0,0,0,0
2244,H53874,H,300.65,311.17,1535,39.08,8,0,0,0,0,0,0
2245,M76775,M,298.87,309.39,1540,40.16,173,0,0,0,0,0,0
2246,L16566,L,304.15,314.0,1347,48.83,41,0,0,0,0,0,0
2247,L95311,L,303.81,314.0,1466,33.19,201,0,0,0,0,0,0
2248,M63149,M,299.99,309.68,1544,25.13,30,0,0,0,0,0,0
2249,L13006,L,303.91,314.0,1784,28.23,164,0,0,0,0,0,0
2250,L82561,L,302.98,312.51,1458,44.66,10,0,0,0,0,0,0
2251,L29423,L,299.1,310.89,1726,27.81,188,0,0,0,0,0,0
2252,H43952,H,295.98,306.13,1520,57.75,26,1,0,0,1,0,0
2253,M37326,M,299.56,310.43,1759,36.17,173,0,0,0,0,0,0
2254,M41139,M,298.71,309.64,1657,35.62,69,0,0,0,0,0,0
2255,M72103,M,300.41,311.31,1645,29.56,234,0,0,0,0,0,0
2256,L70857,L,300.18,311.55,1711,41.15,93,0,0,0,0,0,0
2257,L83638,L,300.13,311.22,1685,23.7,42,0,0,0,0,0,0
2258,L82652,L,301.05,312.53,1726,35.81,226,1,1,0,0,0,0
2259,L22937,L,297.57,308.74,1919,26.61,44,0,0,0,0,0,0
2260,L40161,L,300.82,310.26,1826,32.33,145,0,0,0,0,0,0
2261,M14383,M,299.12,310.09,1619,39.69,49,0,0,0,0,0,0
2262,M95856,M,300.4,310.54,1455,28.09,5,0,0,0,0,0,0
2263,M80043,M,301.91,311.51,1601,20.84,254,1,0,0,1,0,0
2264,L24735,L,297.55,307.96,1188,36.99,140,0,0,0,0,0,0
2265,M69919,M,299.44,310.32,1684,41.5,229,0,0,0,0,0,0
2266,M92055,M,299.76,310.71,1344,46.6,11,0,0,0,0,0,0
2267,L77561,L,298.97,310.73,1737,29.66,6,0,0,0,0,0,0
2268,M95455,M,301.8,313.81,1891,45.2,141,0,0,0,0,0,0
2269,L47622,L,298.56,309.6,1274,59.43,200,1,0,0,0,1,0
2270,L48135,L,298.89,310.11,1526,47.34,98,0,0,0,0,0,0
2271,L45658,L,298.58,309.38,1343,34.93,46,0,0,0,0,0,0
2272,L94677,L,302.18,313.65,1224,58.9,6,0,0,0,0,0,0
2273,L39696,L,299.02,310.2,1516,41.02,38,0,0,0,0,0,0
2274,M13773,M,300.92,311.57,1649,28.47,183,0,0,0,0,0,0
2275,H34956,H,303.95,314.0,1671,33.4,212,0,0,0,0,0,0
2276,M25819,M,299.85,310.0,1563,27.15,146,0,0,0,0,0,0
2277,M11528,M,302.22,314.0,1235,38.1,122,0,0,0,0,0,0
2278,L96491,L,303.34,312.69,1557,26.27,26,0,0,0,0,0,0
2279,M54588,M,302.05,313.57,1266,56.06,60,0,0,0,0,0,0
2280,L80585,L,299.97,312.1,1278,44.03,65,0,0,0,0,0,0
2281,L30511,L,301.28,310.08,1356,32.32,51,1,0,1,0,0,0
2282,L20119,L,297.43,308.26,1724,37.53,251,0,0,0,0,0,0
2283,L85893,L,298.44,309.86,1633,35.1,183,0,0,0,0,0,0
2284,L26167,L,298.79,309.74,1593,45.41,141,0,0,0,0,0,0
2285,L66503,L,304.48,314.0,1380,42.91,100,0,0,0,0,0,0
2286,L97789,L,298.37,309.21,1465,25.05,32,0,0,0,0,0,0
2287,H44889,H,298.35,307.95,1288,38.95,107,0,0,0,0,0,0
2288,L55678,L,297.91,310.98,1781,22.87,139,0,0,0,0,0,0
2289,L70262,L,301.12,311.32,1931,33.86,242,0,0,0,0,0,0
2290,L14681,L,300.29,311.42,1635,44.54,84,0,0,0,0,0,0
2291,M90291,M,302.17,312.23,1667,21.11,93,0,0,0,0,0,0
2292,L76008,L,301.34,309.77,1506,36.85,85,0,0,0,0,0,0
2293,L23690,L,297.24,307.01,1243,59.35,65,0,0,0,0,0,0
2294,L35912,L,298.39,307.64,1383,25.28,220,0,0,0,0,0,0
2295,L16473,L,302.73,314.0,1451,35.19,151,0,0,0,0,0,0
2296,L51298,L,299.59,309.69,1466,39.09,223,0,0,0,0,0,0
2297,L28669,L,302.38,312.56,1424,50.96,172,0,0,0,0,0,0
2298,L91998,L,299.7,309.34,1544,42.17,203,0,0,0,0,0,0
2299,L30943,L,298.06,308.86,1382,49.22,246,1,0,0,0,1,0
2300,L48785,L,299.39,309.38,1925,34.24,182,0,0,0,0,0,0
2301,M73427,M,298.06,309.76,1289,40.3,254,0,0,0,0,0,0
2302,L72001,L,298.87,309.87,1695,47.7,122,0,0,0,0,0,0
2303,L71724,L,300.4,310.53,1488,32.05,198,0,0,0,0,0,0
2304,L20832,L,301.02,312.57,1618,10.81,52,1,0,0,1,0,0
2305,H15385,H,296.82,307.53,1626,19.37,193,1,0,0,1,0,0
2306,L24708,L,299.97,310.69,1563,35.58,103,0,0,0,0,0,0
2307,L68600,L,298.83,308.06,1331,39.48,18,0,0,0,0,0,0
2308,M33438,M,298.7,309.33,1475,33.63,178,0,0,0,0,0,0
2309,L92747,L,300.27,311.29,1565,37.97,81,0,0,0,0,0,0
2310,L90107,L,298.9,310.93,1554,47.93,97,0,0,0,0,0,0
2311,L70062,L,302.76,312.71,1351,47.23,125,0,0,0,0,0,0
2312,M75428,M,302.38,314.0,1767,37.67,193,0,0,0,0,0,0
2313,L96843,L,302.36,313.62,1168,35.81,44,0,0,0,0,0,0
2314,M21002,M,299.01,308.19,1490,33.46,127,0,0,0,0,0,0
2315,H46153,H,298.08,307.93,1369,49.17,101,0,0,0,0,0,0
2316,L32440,L,300.16,312.29,1568,37.53,167,0,0,0,0,0,0
2317,L77501,L,299.7,311.64,1718,37.33,210,0,0,0,0,0,0
2318,L42556,L,298.78,309.5,1282,51.56,133,0,0,0,0,0,0
2319,L77963,L,297.65,308.5,1959,30.47,178,0,0,0,0,0,0
2320,L16563,L,299.92,309.45,1571,50.88,168,0,0,0,0,0,0
2321,H89923,H,299.19,311.21,1604,30.98,174,0,0,0,0,0,0
2322,M15840,M,301.38,311.09,1276,35.71,144,0,0,0,0,0,0
2323,M25154,M,301.33,312.87,1527,20.97,150,1,0,0,1,0,0
2324,L34194,L,302.2,314.0,1710,39.78,39,0,0,0,0,0,0
2325,M75020,M,297.48,308.23,1573,31.24,72,0,0,0,0,0,0
2326,H56861,H,300.8,312.47,1560,48.35,253,0,0,0,0,0,0
2327,M32448,M,298.55,311.09,1526,39.88,164,0,0,0,0,0,0
2328,L33528,L,297.56,308.53,1287,40.75,101,0,0,0,0,0,0
2329,M39402,M,299.14,309.67,1286,32.81,84,0,0,0,0,0,0
2330,L14352,L,302.14,312.77,1745,39.77,185,0,0,0,0,0,0
2331,L10184,L,299.26,309.21,1694,33.37,148,0,0,0,0,0,0
2332,L20384,L,303.13,313.07,1720,35.53,154,0,0,0,0,0,0
2333,M24319,M,301.1,312.24,1387,47.56,138,0,0,0,0,0,0
2334,M30449,M,299.21,309.75,1507,40.56,38,0,0,0,0,0,0
